blueWins,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsDestroyed,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,blueVisionScore,redVisionScore
0,3,0,3,2,0,0,0,6.4,53,-3385,-2980,20.4,1479.6,3,10,10,1,1,0,7.4,56,22.3,1818.1,24,15
0,4,0,1,1,1,1,0,6.8,52,-1691,-1608,22.9,1414.2,1,4,4,0,0,0,7.0,59,23.4,1583.3,15,25
0,5,1,5,2,0,0,0,7.0,51,995,707,23.2,1589.0,1,2,4,1,0,0,6.8,60,21.9,1489.5,16,18
1,2,0,8,15,1,0,0,6.8,60,2402,2023,19.1,1704.0,2,1,1,0,0,0,6.6,40,22.8,1463.8,12,15
0,1,1,6,5,1,0,0,7.2,52,-25,954,21.4,1619.6,1,6,8,0,0,0,6.8,32,21.7,1622.1,18,14
0,2,1,8,5,1,0,0,7.0,47,1221,494,18.8,1637.3,2,5,4,0,0,0,7.0,40,20.9,1515.2,13,11
0,2,0,10,11,0,0,0,6.8,43,1841,-591,22.4,1750.5,3,5,2,1,0,0,6.8,88,19.7,1566.4,17,48
1,1,1,11,8,1,1,0,7.2,64,4368,3523,23.0,1863.5,2,1,0,0,0,0,6.6,64,20.8,1426.7,15,14
0,1,0,6,5,1,1,0,7.2,60,2052,2845,23.2,1680.7,1,3,1,0,0,0,6.8,48,21.6,1475.5,13,75
0,3,1,8,12,0,1,0,6.4,28,-1725,-2264,21.0,1684.2,1,11,13,1,0,0,7.0,56,19.2,1856.7,77,39
1,1,0,8,8,0,0,0,6.8,56,1479,1002,20.3,1696.3,2,6,10,1,0,0,6.6,56,17.3,1548.4,16,15
0,4,0,7,11,0,0,0,6.8,44,-674,909,21.6,1658.7,6,6,8,0,0,0,6.6,34,21.9,1726.1,22,20
1,1,1,8,8,1,0,0,7.4,60,3993,2165,24.5,1840.4,2,3,6,0,0,0,7.2,44,18.8,1441.1,13,62
0,1,0,4,5,1,0,0,7.0,60,-2522,-1763,24.5,1590.1,2,8,7,0,0,0,7.6,68,25.0,1842.3,18,12
1,1,1,9,11,0,1,0,7.0,44,1858,1429,23.5,1749.5,1,4,3,1,0,0,6.8,52,21.5,1563.7,15,38
0,4,0,4,7,1,0,0,6.6,44,-996,-1894,21.0,1489.1,2,3,3,0,0,0,7.0,60,26.1,1588.7,19,16
1,3,0,6,3,0,0,0,7.0,40,-346,316,22.9,1607.2,1,6,6,1,0,0,6.8,43,24.1,1641.8,12,15
0,1,0,5,4,0,0,0,6.6,56,-1946,-1148,18.4,1546.0,0,7,8,0,0,0,7.0,59,25.0,1740.6,17,17
0,0,1,8,9,0,0,0,7.0,38,-775,-412,19.3,1670.8,5,11,8,0,0,0,7.0,44,17.8,1748.3,58,14
1,4,1,12,15,0,1,0,6.6,39,-1963,-1936,17.3,1827.5,5,13,20,1,0,0,7.2,49,21.4,2023.8,18,19
0,2,0,2,2,0,0,0,6.4,44,-6199,-4997,19.5,1378.5,3,9,6,0,1,2,7.6,57,24.9,1998.4,11,30
1,2,0,11,11,0,0,0,7.6,68,520,941,19.8,1859.6,1,13,9,0,0,0,7.2,40,20.7,1807.6,31,18
1,2,0,5,8,0,0,0,6.8,65,-243,860,20.6,1596.4,2,6,8,1,1,0,6.6,43,20.5,1620.7,15,17
1,2,1,8,11,0,0,0,6.8,56,3314,2262,24.6,1834.3,1,4,4,0,0,0,6.6,36,20.4,1502.9,13,15
1,2,0,4,0,0,1,1,7.4,66,1680,2384,25.0,1707.9,2,4,3,0,0,0,6.6,62,20.0,1539.9,13,50
1,4,1,13,11,1,1,0,7.2,56,5025,3609,23.9,1963.9,3,5,8,0,0,0,6.4,52,14.7,1461.4,17,13
1,4,1,12,19,0,0,1,7.4,52,4426,2385,21.6,2056.0,3,6,6,0,0,0,6.6,60,20.6,1613.4,39,15
1,2,0,4,5,0,0,0,6.6,41,-1937,-1459,21.0,1501.3,3,7,10,0,1,0,6.8,52,19.7,1695.0,15,11
0,1,0,6,5,0,0,0,6.8,62,1481,996,20.1,1584.6,0,3,2,0,0,0,7.0,39,20.8,1436.5,103,18
0,4,0,3,6,0,0,0,6.4,36,-3643,-3628,19.2,1501.8,3,10,18,1,0,0,7.0,55,22.0,1866.1,47,41
0,3,1,6,4,0,0,0,6.6,49,-2240,-1945,19.4,1612.3,2,10,13,0,0,0,6.8,52,22.3,1836.3,15,17
1,2,1,8,8,1,0,0,7.4,63,2027,2259,20.8,1716.6,4,3,1,0,0,0,6.8,48,21.8,1513.9,70,13
1,1,0,3,3,1,0,0,6.8,48,-2844,-2533,23.7,1543.1,2,9,11,0,0,0,7.2,44,22.1,1827.5,13,36
1,8,1,2,1,0,0,0,7.0,60,500,1220,23.3,1481.4,5,2,5,0,1,0,6.8,48,21.3,1431.4,20,20
0,4,0,9,9,0,0,0,7.4,46,-315,-293,24.3,1755.4,2,12,7,0,0,0,7.4,50,17.9,1786.9,16,14
0,3,1,4,4,0,0,0,6.4,44,-4625,-3193,19.1,1445.0,4,10,11,0,0,0,7.2,53,23.6,1907.5,17,15
0,1,0,6,8,0,0,0,6.4,45,-2162,-1230,19.9,1519.3,2,8,11,1,0,0,6.6,45,20.5,1735.5,14,13
1,0,0,10,6,0,0,0,7.4,72,4170,4481,25.7,1914.0,1,5,3,0,0,0,6.4,60,17.1,1497.0,15,11
1,2,1,6,8,1,0,0,6.8,40,-473,-1354,23.6,1638.8,2,6,9,0,0,0,7.4,69,23.5,1686.1,15,19
1,3,1,11,9,1,1,0,7.6,68,3248,2592,20.2,1853.2,5,5,6,0,0,0,6.6,57,16.4,1528.4,17,14
0,2,0,2,3,0,0,0,6.4,51,-5624,-4155,21.9,1433.2,2,14,19,1,0,0,7.4,49,22.6,1995.6,14,19
0,5,0,2,5,1,0,0,6.8,56,-1769,-587,23.0,1469.7,5,6,6,0,0,0,7.0,40,25.4,1646.6,17,18
0,3,0,6,9,1,0,0,6.8,37,-2238,-1138,23.6,1573.1,2,8,8,0,0,0,7.2,65,23.5,1796.9,19,17
0,3,0,1,0,0,0,0,6.6,55,-3756,-1406,21.5,1388.1,3,10,10,1,0,0,7.2,40,18.4,1763.7,17,40
0,0,1,7,7,0,0,0,6.6,52,-2314,-1903,17.7,1585.7,3,8,8,1,1,0,6.8,48,20.3,1817.1,108,16
1,2,1,4,4,0,0,0,7.0,57,-207,-1282,24.2,1613.1,3,6,3,0,1,0,7.2,65,22.3,1633.8,16,16
1,6,1,11,12,1,0,0,7.2,51,2445,1807,21.9,1934.9,2,8,10,0,0,0,6.8,48,19.4,1690.4,20,15
1,2,1,6,11,0,0,0,7.0,49,2073,2090,23.9,1673.1,4,4,4,0,0,0,6.4,38,20.3,1465.8,16,15
1,4,0,8,10,0,0,0,7.6,56,2012,2314,25.0,1836.3,0,4,4,1,1,0,7.0,60,22.1,1635.1,16,16
0,5,0,5,4,0,0,0,6.6,44,-1740,-916,19.6,1513.2,3,7,8,1,0,0,6.8,56,23.0,1687.2,13,20
1,3,0,8,7,1,0,0,7.2,60,1959,2441,21.9,1739.3,4,5,7,0,0,0,6.6,43,21.2,1543.4,18,17
0,2,1,3,4,0,0,0,6.8,51,1471,187,23.7,1561.5,4,1,1,0,0,0,6.8,56,18.7,1414.4,17,17
0,4,0,4,6,0,0,0,6.6,32,-3859,-2011,21.3,1535.8,3,12,10,1,0,0,6.8,56,21.6,1921.7,26,20
0,4,0,1,1,0,0,0,6.6,45,-2566,-1797,23.5,1393.6,2,5,5,1,0,0,7.0,51,26.4,1650.2,39,15
1,2,0,10,7,0,0,0,7.2,40,-1518,-1106,20.2,1704.7,2,10,5,1,0,0,7.4,47,25.6,1856.5,15,18
1,2,1,6,5,1,0,0,7.2,44,1387,702,23.3,1635.0,1,3,3,0,0,0,6.8,56,21.7,1496.3,17,14
1,0,0,6,5,1,0,0,7.0,60,370,726,20.7,1644.4,3,6,3,0,0,0,6.8,44,22.6,1607.4,19,11
1,1,1,17,20,1,0,1,7.2,48,7605,3993,20.2,2170.3,0,4,2,0,1,0,6.4,56,17.7,1409.8,16,15
0,5,0,9,8,0,0,0,6.6,41,-609,-1011,19.4,1652.6,5,9,10,0,0,0,7.0,36,22.8,1713.5,15,19
0,5,1,2,2,0,0,0,6.8,69,-501,-1154,20.8,1469.8,2,3,2,1,0,0,7.2,59,22.7,1519.9,16,37
1,4,0,4,5,0,0,0,6.8,59,-486,180,21.0,1532.9,4,5,9,1,0,0,6.8,48,21.8,1581.5,15,59
0,3,1,3,0,1,0,0,6.8,56,-1108,-370,20.6,1474.6,1,6,6,0,0,0,7.0,52,21.0,1585.4,92,16
0,4,0,4,5,0,0,0,7.2,55,-152,16,24.7,1583.1,4,4,6,0,0,0,7.0,40,24.3,1598.3,20,37
1,3,0,8,8,0,0,0,7.2,42,1501,274,22.8,1857.5,2,8,7,0,0,0,7.2,43,21.9,1707.4,13,15
1,3,1,6,9,0,0,0,7.4,44,1829,1496,24.2,1680.3,1,2,2,1,0,0,7.0,48,23.9,1497.4,13,15
0,1,1,5,4,1,0,0,7.2,64,-790,-741,23.6,1666.6,0,7,7,0,0,0,7.2,60,23.0,1745.6,16,33
1,0,1,10,10,1,0,0,7.4,76,1885,1082,21.3,1861.6,2,9,9,0,0,0,7.0,45,18.9,1673.1,14,8
1,2,1,2,2,0,0,0,6.4,40,-1348,-2082,21.8,1493.9,1,5,4,0,1,0,7.4,52,25.0,1628.7,14,16
1,1,0,8,8,0,0,0,6.8,42,-47,-888,22.7,1682.8,0,6,10,1,0,0,7.0,68,24.0,1687.5,15,17
0,4,0,4,5,0,0,0,6.8,56,-1091,-617,21.3,1539.8,0,7,5,1,1,0,6.8,59,22.2,1648.9,27,15
1,1,0,2,1,1,0,0,6.4,44,-1808,-1818,21.7,1408.7,3,6,7,0,0,0,7.2,50,18.3,1589.5,23,17
1,2,0,6,8,1,0,0,7.2,58,2061,924,22.6,1708.1,2,4,3,0,0,0,6.8,44,21.8,1502.0,14,18
0,2,0,4,4,0,0,0,7.0,40,-872,-432,23.3,1621.6,5,7,8,0,1,0,7.0,53,21.3,1708.8,16,86
1,3,0,9,16,0,0,0,6.8,33,-1682,-2102,18.6,1717.4,3,11,15,1,0,0,7.2,81,22.1,1885.6,18,20
0,5,1,8,7,0,0,0,6.8,28,-262,-1246,22.7,1716.1,7,8,10,1,0,0,7.0,72,20.2,1742.3,21,13
1,1,0,12,13,0,0,0,7.0,48,4108,2927,19.8,1811.9,1,4,1,1,0,0,6.4,51,17.9,1401.1,56,10
0,1,1,5,4,0,0,0,6.6,52,-2398,-2326,18.7,1533.2,1,11,8,1,0,0,7.2,52,20.2,1773.0,17,17
0,3,0,5,10,0,0,0,7.2,56,-167,309,21.8,1638.6,1,4,3,0,1,0,7.0,49,23.0,1655.3,13,12
1,6,1,9,8,1,1,0,7.4,62,3105,2085,26.0,1859.1,2,4,5,0,0,0,6.8,70,20.8,1548.6,37,37
0,2,1,6,8,0,1,0,6.8,52,-1208,-1365,17.8,1613.8,5,8,7,1,0,0,7.2,60,21.5,1734.6,39,18
1,0,1,7,3,1,0,1,7.4,66,4088,2662,25.5,1866.2,2,2,2,0,0,0,6.6,64,20.9,1457.4,15,16
1,3,0,7,9,0,0,0,7.0,45,2042,1127,20.7,1645.4,2,2,1,0,0,0,6.8,72,19.5,1441.2,17,15
0,2,0,8,9,1,0,0,6.2,34,-4801,-5205,16.8,1579.7,5,15,14,0,0,0,7.4,50,21.9,2059.8,16,16
1,3,1,6,7,1,0,0,6.8,45,192,-1312,22.0,1602.8,2,5,3,0,0,0,7.2,56,21.1,1583.6,19,14
1,3,1,6,8,1,0,0,6.2,46,-566,-3406,17.8,1514.2,0,4,2,0,0,0,7.0,48,24.6,1570.8,17,20
1,2,1,7,8,1,1,0,6.6,38,1651,402,20.5,1684.9,2,4,7,0,0,0,6.6,42,20.7,1519.8,10,18
0,1,0,15,13,0,1,0,7.2,40,4646,3861,20.9,2006.6,2,7,7,0,0,0,6.0,33,19.3,1542.0,17,18
0,3,1,2,0,0,0,0,6.8,52,-980,-684,21.6,1431.2,3,3,0,0,0,0,7.0,52,23.6,1529.2,41,17
1,1,1,5,7,0,0,0,7.4,44,2264,1130,26.0,1678.6,3,1,1,1,1,0,6.8,61,24.7,1452.2,13,14
0,4,0,2,1,1,0,0,6.8,47,-1673,-787,21.1,1429.9,4,5,8,0,0,0,7.0,40,22.8,1597.2,19,17
0,2,1,8,14,0,0,0,6.2,28,-866,-2133,20.3,1572.4,1,6,5,0,1,0,7.0,51,19.8,1659.0,15,23
1,3,0,2,1,0,0,0,7.2,60,-1402,-90,23.4,1482.8,1,5,10,1,0,0,7.2,65,23.0,1623.0,16,16
1,3,0,8,8,1,1,0,6.6,44,-445,-293,18.6,1629.4,2,6,6,0,0,0,6.8,58,19.3,1673.9,38,89
1,2,0,4,4,0,0,0,7.0,59,-802,-1243,23.0,1576.1,2,5,5,0,0,0,7.4,54,24.7,1656.3,15,17
0,1,1,4,7,0,0,0,6.4,42,179,-417,19.2,1456.5,2,3,2,1,0,0,6.6,58,19.9,1438.6,57,14
1,1,1,4,7,0,0,0,7.0,59,886,706,22.3,1571.1,4,3,4,1,0,0,6.8,40,22.5,1482.5,20,17
1,4,1,7,2,1,0,0,7.2,49,1409,2205,24.6,1611.6,0,2,2,0,0,0,6.8,51,20.3,1470.7,13,19
1,5,0,4,8,0,0,0,6.8,52,-3259,-1518,18.3,1462.9,0,10,16,1,1,0,7.0,40,21.0,1788.8,13,18
0,15,1,4,5,1,0,0,6.8,52,1074,237,21.9,1569.4,2,3,2,0,0,0,6.8,48,21.0,1462.0,12,57
0,3,0,7,6,0,0,0,7.4,52,1016,2078,23.2,1704.1,3,6,7,1,0,0,6.6,38,21.1,1602.5,21,58
0,3,0,3,3,0,0,0,7.0,60,-697,-1133,21.4,1547.8,2,5,4,1,1,0,7.2,62,24.4,1617.5,13,15
0,1,1,7,9,0,0,0,7.0,28,399,1148,22.9,1695.6,1,7,12,1,1,0,6.8,55,18.7,1655.7,13,15
1,4,0,4,2,0,0,0,7.2,81,-387,1466,25.2,1695.6,2,10,11,1,0,0,7.0,44,23.6,1734.3,12,16
1,4,1,11,5,1,1,1,7.0,52,3456,3233,24.2,1917.2,5,5,5,0,0,0,6.4,52,19.7,1571.6,14,18
1,0,1,8,5,0,0,0,7.2,48,1486,991,21.3,1697.9,0,5,3,0,0,0,7.0,46,20.0,1549.3,13,14
0,5,0,2,3,0,0,0,6.8,66,-2194,-1240,21.1,1480.6,3,6,7,1,0,0,7.0,44,24.7,1700.0,80,22
0,3,0,7,9,1,0,1,7.0,60,-173,-989,20.5,1824.4,0,10,9,0,0,0,7.0,52,21.0,1841.7,35,14
1,3,1,5,7,0,0,0,7.0,60,2000,1065,25.6,1698.9,4,4,7,1,0,0,6.8,51,20.6,1498.9,19,16
0,3,0,3,3,0,0,0,6.2,28,-7666,-5484,18.3,1428.1,0,15,15,0,1,1,7.2,80,23.1,2194.7,16,19
1,2,1,2,2,0,0,0,6.8,47,1875,1361,23.0,1539.3,3,0,0,0,0,0,6.4,60,21.5,1351.8,59,16
1,4,1,8,9,1,0,0,7.4,51,2578,1160,24.9,1763.6,1,3,1,0,1,0,7.0,56,23.2,1505.8,16,15
1,5,0,6,10,0,0,0,6.8,56,-629,-1232,21.3,1660.0,5,9,10,0,0,0,7.0,33,20.3,1722.9,49,22
0,1,1,7,10,0,0,0,7.0,32,-1253,17,22.8,1588.9,3,6,7,0,0,0,7.0,44,22.5,1714.2,15,16
0,4,1,13,10,0,0,0,7.0,44,1675,-423,20.4,1965.7,1,8,9,1,0,0,7.2,64,20.2,1798.2,17,15
1,5,1,8,5,0,0,0,7.0,45,3138,2806,23.1,1681.8,1,3,0,1,1,0,6.4,51,19.6,1368.0,18,16
1,4,1,8,6,1,1,0,7.2,48,2148,1502,24.6,1741.5,1,3,1,0,0,0,6.8,64,21.2,1526.7,15,15
1,0,1,6,7,0,0,0,7.2,54,2919,2298,24.6,1660.2,1,1,0,0,0,0,6.6,41,21.4,1368.3,16,12
0,2,1,7,13,0,0,0,7.0,47,-2692,-1609,18.4,1718.1,3,15,20,1,0,0,7.4,34,19.1,1987.3,39,55
1,4,1,7,6,0,1,0,6.6,32,-499,-295,20.2,1649.2,1,7,10,1,0,0,6.8,56,22.0,1699.1,17,16
0,3,1,4,6,1,0,0,6.8,60,75,644,23.6,1641.0,5,6,7,0,0,0,7.0,58,20.1,1633.5,18,16
0,4,0,3,5,0,0,0,6.8,40,-1314,-1498,20.9,1523.8,1,5,6,0,0,0,6.8,63,22.6,1655.2,54,17
1,7,1,16,18,1,0,0,7.2,47,3243,1919,20.0,2027.1,1,7,8,0,0,0,6.8,34,23.5,1702.8,43,19
0,2,1,5,2,0,0,0,7.0,48,-443,-732,22.8,1537.2,5,4,3,0,0,0,7.2,56,23.7,1581.5,16,44
0,3,0,3,4,0,0,0,6.6,36,-1844,-1368,22.2,1493.0,4,9,9,1,0,0,6.8,36,21.2,1677.4,22,37
1,2,1,8,10,0,0,0,7.2,52,270,638,23.6,1745.0,4,7,5,0,1,0,6.8,48,22.0,1718.0,18,17
1,4,1,1,1,0,0,0,6.6,53,1221,-311,25.4,1481.2,3,0,0,1,0,0,6.8,60,21.4,1359.1,15,37
0,1,0,9,10,0,0,0,7.2,40,1132,778,24.1,1760.5,3,5,5,0,0,0,7.0,59,21.9,1647.3,14,82
0,1,0,5,5,0,0,0,6.8,46,-1482,-724,23.4,1684.1,1,9,11,1,0,0,7.0,52,19.9,1832.3,13,16
1,4,1,5,8,1,1,0,7.0,52,1151,-108,24.9,1632.1,1,3,4,0,0,0,7.0,47,21.8,1517.0,20,17
1,3,0,5,7,0,1,0,6.8,53,-143,708,23.0,1627.0,2,8,8,1,0,0,6.6,42,20.6,1641.3,14,15
1,0,1,7,5,1,0,0,7.0,54,305,-374,19.1,1595.4,1,5,9,0,0,0,6.8,41,23.4,1564.9,41,14
0,2,0,5,0,1,0,0,7.0,44,-438,-778,24.7,1568.2,0,6,6,0,0,0,7.0,51,20.6,1612.0,14,47
0,1,0,5,6,0,0,0,7.0,59,-3531,-1781,21.5,1619.0,3,11,21,1,0,0,7.2,60,23.6,1972.1,22,20
1,2,0,12,16,1,1,1,7.0,40,3987,1169,21.3,1957.2,1,5,6,0,0,0,6.6,40,19.3,1558.5,15,14
0,1,0,5,5,0,0,0,6.8,48,179,-962,23.6,1593.0,3,5,4,1,1,0,7.2,52,22.5,1575.1,16,37
0,3,0,1,1,0,0,0,6.8,43,-4124,-3090,21.5,1378.5,3,10,13,1,0,0,7.2,54,26.0,1790.9,13,16
1,3,1,6,7,0,1,0,7.2,57,2927,3135,24.7,1689.8,4,2,2,0,0,0,6.6,49,21.2,1397.1,16,15
1,0,0,7,5,1,1,0,6.8,64,1665,1578,22.9,1833.3,1,7,15,0,0,0,6.8,56,18.1,1666.8,74,13
0,2,0,1,1,1,0,0,6.8,56,-2946,-2952,22.0,1428.9,1,6,7,0,0,0,7.2,67,22.3,1723.5,13,17
1,4,1,7,13,0,0,0,7.0,63,1440,1148,20.8,1650.1,2,3,2,0,0,0,6.8,42,25.8,1506.1,10,18
1,3,1,5,5,0,0,0,7.2,52,2263,1451,25.0,1661.8,1,1,1,0,0,0,6.8,52,24.3,1435.5,15,16
0,2,1,6,6,1,1,0,7.2,50,1878,703,26.1,1655.7,2,0,0,0,0,0,7.0,56,23.3,1467.9,54,17
0,1,1,11,10,0,0,0,5.6,28,-4259,-3503,15.8,1697.8,3,14,21,0,1,2,7.0,34,20.3,2123.7,79,28
0,0,0,6,6,0,0,0,6.6,36,-1311,-1472,22.1,1657.7,1,10,12,1,0,0,7.0,72,16.9,1788.8,18,19
0,2,1,4,2,0,0,0,6.6,44,-3856,-1959,19.5,1470.6,5,9,14,0,0,0,7.0,48,25.0,1856.2,17,28
0,4,0,7,8,0,0,0,6.8,52,-1317,-816,21.7,1679.5,1,9,14,1,0,0,7.4,51,24.7,1811.2,15,17
0,1,0,4,3,1,0,0,7.0,56,-1538,-320,24.2,1528.8,4,5,9,0,0,0,7.0,60,22.6,1682.6,57,18
1,6,0,5,5,1,1,0,6.8,48,-1641,-602,19.4,1487.5,4,6,5,0,0,0,6.8,44,21.7,1651.6,57,17
1,3,0,7,6,0,1,0,6.8,35,-1255,-254,18.4,1686.1,1,10,10,0,0,0,7.2,48,19.5,1811.6,13,85
0,1,1,9,8,1,0,0,6.8,34,-1154,-93,20.3,1713.6,2,10,13,0,0,0,6.6,64,18.9,1829.0,15,15
1,1,0,8,10,1,0,0,7.2,52,2312,2522,24.2,1776.5,3,7,5,0,0,0,6.6,40,17.0,1545.3,15,14
0,3,1,3,1,0,0,0,6.6,52,-4431,-4570,20.0,1455.5,1,10,12,1,0,0,7.6,68,25.1,1898.6,48,89
0,1,0,2,2,1,0,0,6.4,55,-4215,-1902,20.3,1402.0,4,10,11,0,1,0,6.8,48,22.9,1823.5,19,14
1,5,1,8,13,1,0,0,7.2,52,2658,1915,22.8,1757.5,3,2,2,0,0,0,6.6,50,21.1,1491.7,23,18
0,4,0,5,3,1,0,0,6.8,56,-2576,-2182,22.7,1530.7,3,8,5,0,0,0,7.4,56,24.9,1788.3,16,16
1,2,1,5,4,0,0,0,7.2,53,3029,1278,24.5,1675.1,0,1,1,1,0,0,6.8,66,18.9,1372.2,21,13
1,1,0,7,10,0,0,0,7.0,40,787,846,21.8,1627.1,1,5,4,1,0,0,6.8,46,20.8,1548.4,15,15
0,1,1,7,6,0,0,0,6.8,55,-514,-1465,20.9,1642.0,3,6,9,1,0,0,7.2,68,23.6,1693.4,22,36
1,2,0,6,4,0,0,0,7.0,49,-227,923,18.0,1557.0,4,6,5,1,0,0,6.6,36,22.7,1579.7,22,14
0,3,0,3,1,0,0,0,6.8,48,-347,125,21.8,1494.8,3,3,2,0,0,0,6.6,52,20.4,1529.5,16,16
0,4,1,4,8,0,1,0,6.4,37,-1645,-1268,22.0,1516.7,6,8,17,0,0,0,6.4,44,19.8,1681.2,25,16
1,2,0,3,3,0,0,0,6.8,49,239,-709,25.0,1548.4,2,2,0,1,1,0,7.2,88,20.9,1524.5,12,12
1,6,1,8,12,0,0,0,6.8,50,226,-955,22.1,1785.6,2,8,8,1,0,0,7.2,50,22.1,1763.0,17,11
0,2,0,3,5,0,0,0,7.0,68,-2150,-1486,21.2,1476.7,1,7,9,1,0,0,7.2,59,22.5,1691.7,16,13
1,2,1,11,11,0,1,0,7.0,43,2680,1517,21.7,1847.4,3,5,4,0,0,0,6.4,51,21.9,1579.4,20,15
0,2,0,0,0,0,0,0,6.8,64,-975,334,24.3,1418.3,2,3,5,1,0,0,7.0,48,20.6,1515.8,15,15
1,3,1,4,5,0,1,0,7.2,59,484,-614,24.2,1597.1,2,4,1,1,0,0,7.2,64,24.2,1548.7,15,20
0,3,0,2,0,0,0,0,6.4,56,-2914,-1623,21.0,1431.9,2,9,15,0,0,0,6.8,37,19.3,1723.3,16,74
0,1,0,3,4,1,0,0,7.0,54,-795,-1185,26.0,1620.6,24,3,4,0,1,0,7.2,80,24.2,1700.1,47,35
0,4,1,5,5,1,0,0,7.2,59,1208,1363,21.3,1570.4,4,3,3,0,0,0,6.8,52,20.9,1449.6,41,19
1,2,0,9,6,1,0,0,7.0,62,201,1596,21.8,1813.7,3,9,14,0,0,0,6.6,61,19.7,1793.6,18,17
0,3,0,2,2,0,0,0,6.6,47,-2695,-1275,23.9,1494.4,3,9,9,1,0,0,7.0,46,25.2,1763.9,20,14
0,3,0,1,1,0,0,0,6.0,28,-7079,-4936,18.7,1317.2,5,14,21,1,0,0,7.4,63,22.2,2025.1,43,15
0,2,1,9,11,1,0,0,7.2,52,2120,358,22.0,1836.3,4,6,5,0,0,0,7.0,56,21.5,1624.3,15,13
0,2,0,4,2,0,0,0,6.6,49,-1806,-541,22.8,1520.0,4,8,10,0,0,0,7.0,49,22.4,1700.6,15,16
0,4,0,7,6,0,0,0,7.0,48,297,518,21.8,1731.5,6,7,11,0,0,0,7.0,46,22.1,1701.8,34,17
1,3,1,4,1,0,1,0,7.4,60,1234,1855,25.9,1651.6,2,4,5,0,0,0,6.8,44,22.9,1528.2,16,9
0,2,0,4,2,0,0,0,6.4,45,-3956,-2930,17.0,1401.0,2,9,9,1,0,0,7.0,62,20.7,1796.6,10,15
0,3,1,4,4,0,0,0,6.8,52,-731,-118,20.5,1558.0,0,7,6,1,1,0,6.8,54,22.9,1631.1,12,14
1,2,0,7,7,0,1,0,7.6,80,3339,3179,23.8,1773.1,1,2,2,1,0,0,6.8,46,23.6,1439.2,12,11
1,4,1,9,13,1,0,0,7.2,52,4331,3427,26.1,1918.6,2,3,4,0,0,0,6.4,48,19.9,1485.5,16,14
1,4,1,7,6,0,0,0,7.0,40,2275,1360,25.2,1813.5,2,3,3,0,0,0,7.0,72,21.2,1586.0,16,18
0,4,1,7,4,0,0,0,7.0,56,-2086,-2017,20.4,1594.7,4,9,10,1,0,0,7.2,64,18.8,1803.3,15,18
0,3,0,10,11,1,0,0,6.4,35,-3637,-2456,16.8,1668.1,5,16,17,0,0,0,7.2,49,21.9,2031.8,12,18
1,2,1,5,4,1,0,0,7.2,62,2685,2307,23.2,1673.3,1,1,2,0,0,0,6.8,63,20.7,1404.8,13,20
1,3,0,4,4,0,0,0,7.0,44,-1121,-858,22.0,1523.3,2,9,6,1,0,0,7.0,40,21.0,1635.4,11,18
1,0,1,7,7,0,0,0,7.4,56,4990,2055,24.7,1840.6,1,0,0,1,0,0,6.8,70,19.6,1341.6,16,79
0,5,1,7,7,0,0,0,6.4,51,-3289,-4291,20.1,1671.1,1,16,17,0,1,0,7.4,49,20.1,2000.0,11,15
0,2,0,7,7,0,0,0,6.4,40,-1805,-2047,17.5,1609.3,6,8,9,1,0,0,6.8,48,23.8,1789.8,16,32
1,2,1,3,2,0,0,0,7.2,42,446,429,25.2,1556.3,2,3,2,0,0,0,6.8,62,22.9,1511.7,15,18
0,2,1,5,4,0,1,0,6.8,60,-859,361,20.3,1574.5,5,5,8,1,0,0,6.8,52,22.0,1660.4,16,15
0,2,0,8,12,0,0,0,6.6,44,231,-184,18.5,1595.8,3,6,2,1,0,0,6.8,48,20.8,1572.7,19,13
1,1,1,9,12,1,0,0,7.0,45,3195,1056,19.5,1750.1,6,5,4,0,0,0,6.4,36,16.6,1430.6,26,14
1,4,0,7,6,1,0,0,7.2,64,3973,3481,24.0,1803.8,1,3,1,0,0,0,6.6,48,19.5,1406.5,15,14
0,1,1,4,4,0,0,0,6.8,57,-2528,-2509,24.8,1625.6,4,10,15,1,1,0,7.6,58,22.1,1878.4,16,16
1,4,0,6,2,0,0,0,7.0,46,636,-419,23.9,1658.9,2,5,3,1,0,0,7.2,67,21.6,1595.3,13,51
0,5,1,5,6,1,0,0,7.0,44,993,872,22.3,1525.8,2,1,1,0,0,0,6.8,59,22.5,1426.5,17,69
1,1,0,7,8,0,0,0,7.0,44,-246,-1064,22.3,1648.1,1,9,6,0,0,0,7.0,31,22.0,1672.7,19,11
0,5,0,6,7,0,0,0,7.0,68,-125,-637,19.5,1591.3,3,5,7,1,0,0,6.8,48,23.2,1603.8,51,22
1,4,1,4,3,1,0,0,6.8,52,1766,719,25.7,1616.2,3,2,3,0,0,0,6.6,48,21.5,1439.6,13,15
1,3,1,8,7,0,0,0,7.0,36,1811,875,21.4,1726.4,0,4,5,0,0,0,6.6,51,18.6,1545.3,40,16
