gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalGold,blueTotalExperience,blueTotalCS,blueGoldDiff,blueExperienceDiff,blueCSDiff,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalGold,redTotalExperience,redTotalCS,redAssists
ESPORTSTMNT02/1931547,"['Gnar', 'Lillia', 'Lucian', ""Kai'Sa"", 'Nautilus']",0,1.0,0.0,15338.0,19043.0,356.0,811.0,774.0,37.0,0.0,0.0,0.0,"['Sion', 'Gwen', 'Lissandra', 'Jinx', 'Alistar']",0.0,14527.0,18269.0,319.0,0.0
ESPORTSTMNT02/1921673,"['Renekton', 'Fiddlesticks', 'Jayce', ""Kai'Sa"", 'Alistar']",0,0.0,0.0,15789.0,19093.0,336.0,-1154.0,-337.0,15.0,2.0,2.0,3.0,"['Wukong', 'Rumble', 'Nocturne', 'Xayah', 'Seraphine']",0.0,16943.0,19430.0,321.0,6.0
ESPORTSTMNT01/2040743,"['Lee Sin', 'Xin Zhao', 'Akali', 'Senna', 'Tahm Kench']",1,1.0,0.0,15768.0,18044.0,303.0,1957.0,1479.0,32.0,2.0,3.0,0.0,"['Sion', 'Volibear', 'Sylas', 'Tristana', 'Lulu']",0.0,13811.0,16565.0,271.0,0.0
ESPORTSTMNT01/2040748,"['Renekton', 'Rumble', 'Ahri', ""Kai'Sa"", 'Sett']",0,0.0,0.0,15183.0,18885.0,351.0,684.0,144.0,56.0,0.0,0.0,1.0,"['Aatrox', 'Morgana', 'Sylas', 'Tristana', 'Nautilus']",0.0,14499.0,18741.0,295.0,3.0
ESPORTSTMNT02/1931564,"['Gwen', 'Lee Sin', 'Syndra', ""Kai'Sa"", 'Leona']",1,1.0,0.0,14496.0,16892.0,287.0,-1057.0,-471.0,-18.0,1.0,2.0,2.0,"['Renekton', 'Rumble', 'Lucian', 'Xayah', 'Rakan']",0.0,15553.0,17363.0,305.0,3.0
ESPORTSTMNT04/1730219,"['Wukong', 'Rumble', 'Renekton', 'Vayne', 'Leona']",1,1.0,0.0,15724.0,18101.0,315.0,1283.0,1360.0,-9.0,3.0,3.0,0.0,"['Lee Sin', 'Volibear', 'Orianna', ""Kai'Sa"", 'Rell']",0.0,14441.0,16741.0,324.0,0.0
ESPORTSTMNT01/2040787,"['Ornn', 'Rumble', 'Lucian', 'Ezreal', 'Leona']",0,1.0,0.0,16917.0,20279.0,354.0,1647.0,1265.0,-7.0,3.0,4.0,0.0,"['Lee Sin', 'Nidalee', 'Cassiopeia', 'Kalista', 'Rell']",0.0,15270.0,19014.0,361.0,0.0
ESPORTSTMNT01/2030769,"['Gnar', 'Morgana', 'Lucian', 'Varus', 'Nautilus']",1,0.0,0.0,15732.0,19101.0,346.0,1090.0,2639.0,54.0,2.0,3.0,1.0,"['Lee Sin', 'Kindred', 'Syndra', 'Jinx', 'Braum']",0.0,14642.0,16462.0,292.0,2.0
ESPORTSTMNT01/2030779,"['Gwen', 'Lee Sin', 'Irelia', ""Kai'Sa"", 'Leona']",1,1.0,0.0,15059.0,16539.0,300.0,135.0,-1231.0,-17.0,2.0,3.0,1.0,"['Renekton', 'Nocturne', 'Karma', ""Kog'Maw"", 'Thresh']",0.0,14924.0,17770.0,317.0,4.0
ESPORTSTMNT01/2030782,"['Sion', 'Morgana', 'Orianna', 'Ezreal', 'Braum']",1,0.0,0.0,15776.0,18266.0,315.0,-1523.0,-1510.0,-17.0,3.0,5.0,6.0,"['Gwen', 'Nocturne', 'Tristana', 'Jhin', 'Nautilus']",0.0,17299.0,19776.0,332.0,9.0
ESPORTSTMNT01/2030783,"['Sett', 'Rumble', 'Ryze', 'Ezreal', 'Leona']",1,0.0,0.0,15788.0,18416.0,317.0,-200.0,-121.0,-36.0,3.0,6.0,2.0,"['Nocturne', 'Nidalee', 'Viktor', 'Varus', 'Tahm Kench']",0.0,15988.0,18537.0,353.0,1.0
ESPORTSTMNT04/1730228,"['Sett', 'Viego', 'Viktor', 'Jinx', 'Leona']",1,0.0,0.0,14640.0,17156.0,303.0,-1140.0,-893.0,13.0,1.0,1.0,3.0,"['Renekton', 'Rumble', 'Syndra', 'Ashe', 'Karma']",0.0,15780.0,18049.0,290.0,6.0
ESPORTSTMNT01/2030802,"[""Cho'Gath"", 'Morgana', 'Syndra', 'Aphelios', 'Thresh']",0,1.0,0.0,15771.0,17890.0,326.0,543.0,-1084.0,-14.0,2.0,6.0,1.0,"['Camille', 'Udyr', 'Lucian', 'Ezreal', 'Alistar']",0.0,15228.0,18974.0,340.0,1.0
ESPORTSTMNT01/2040828,"['Renekton', 'Udyr', 'Karma', 'Jinx', 'Alistar']",1,1.0,0.0,16361.0,19826.0,314.0,1583.0,1507.0,3.0,4.0,11.0,1.0,"['Sion', 'Lillia', 'Lucian', ""Kai'Sa"", 'Leona']",0.0,14778.0,18319.0,311.0,4.0
ESPORTSTMNT04/1730229,"['Sett', 'Morgana', 'Jayce', ""Kog'Maw"", 'Karma']",0,0.0,0.0,16468.0,18825.0,318.0,-1224.0,-435.0,2.0,3.0,4.0,6.0,"['Wukong', 'Rumble', 'Viego', 'Jinx', 'Thresh']",0.0,17692.0,19260.0,316.0,8.0
ESPORTSTMNT01/2030807,"['Gnar', 'Lee Sin', 'Akali', ""Kai'Sa"", 'Rell']",1,1.0,0.0,15590.0,19573.0,368.0,239.0,56.0,18.0,0.0,0.0,0.0,"['Aatrox', 'Udyr', 'Viktor', 'Xayah', 'Rakan']",0.0,15351.0,19517.0,350.0,0.0
ESPORTSTMNT01/2030808,"['Camille', 'Nocturne', 'Akali', ""Kai'Sa"", 'Galio']",1,0.0,0.0,14013.0,17043.0,289.0,-3213.0,-3267.0,-67.0,1.0,2.0,3.0,"['Lee Sin', 'Udyr', 'Tristana', 'Swain', 'Leona']",0.0,17226.0,20310.0,356.0,6.0
ESPORTSTMNT04/1730230,"['Nocturne', 'Udyr', 'Lucian', ""Kai'Sa"", 'Leona']",1,1.0,0.0,17041.0,19440.0,350.0,2200.0,1759.0,28.0,4.0,11.0,1.0,"['Sett', 'Morgana', 'Syndra', 'Tristana', 'Alistar']",0.0,14841.0,17681.0,322.0,3.0
ESPORTSTMNT01/2030811,"['Nocturne', 'Xin Zhao', 'Sylas', 'Senna', 'Tahm Kench']",1,1.0,0.0,16975.0,19196.0,303.0,1600.0,352.0,-29.0,4.0,10.0,1.0,"['Gnar', 'Olaf', 'Ryze', 'Tristana', 'Leona']",0.0,15375.0,18844.0,332.0,1.0
ESPORTSTMNT01/2030816,"['Jayce', 'Rumble', 'Orianna', 'Jhin', 'Nautilus']",1,1.0,0.0,16435.0,20059.0,365.0,1243.0,675.0,16.0,2.0,1.0,0.0,"['Wukong', 'Gwen', 'Viktor', 'Aphelios', 'Thresh']",0.0,15192.0,19384.0,349.0,0.0
ESPORTSTMNT01/2030818,"['Gnar', 'Udyr', 'Sylas', 'Jinx', 'Lulu']",0,0.0,0.0,15148.0,18384.0,309.0,-235.0,199.0,-12.0,2.0,4.0,2.0,"['Renekton', 'Lee Sin', 'Viktor', 'Aphelios', 'Thresh']",0.0,15383.0,18185.0,321.0,2.0
ESPORTSTMNT01/2030820,"['Maokai', 'Rumble', 'Lucian', 'Yone', 'Nautilus']",0,0.0,0.0,15762.0,16985.0,286.0,-495.0,-238.0,5.0,4.0,3.0,5.0,"['Sett', 'Kindred', 'Orianna', 'Soraka', 'Galio']",0.0,16257.0,17223.0,281.0,6.0
ESPORTSTMNT04/1730231,"['Gangplank', 'Udyr', 'Orianna', 'Jinx', 'Thresh']",0,0.0,0.0,15083.0,17276.0,315.0,-869.0,-1456.0,-4.0,1.0,3.0,3.0,"['Jayce', 'Morgana', 'Yone', 'Ashe', 'Nautilus']",0.0,15952.0,18732.0,319.0,7.0
ESPORTSTMNT02/1922144,"['Sett', 'Rumble', 'Jayce', 'Tristana', 'Leona']",0,1.0,0.0,16828.0,18303.0,324.0,-632.0,-331.0,29.0,4.0,3.0,7.0,"['Irelia', 'Kindred', 'Lulu', 'Jinx', 'Braum']",0.0,17460.0,18634.0,295.0,14.0
ESPORTSTMNT02/1922145,"['Gragas', 'Rumble', 'Nocturne', ""Kai'Sa"", 'Alistar']",1,1.0,0.0,16183.0,18203.0,310.0,196.0,-1053.0,-12.0,4.0,4.0,3.0,"['Gnar', 'Nidalee', 'Lee Sin', 'Tristana', 'Leona']",0.0,15987.0,19256.0,322.0,4.0
ESPORTSTMNT01/2030823,"['Gwen', 'Nidalee', 'Renekton', 'Jinx', 'Karma']",1,0.0,0.0,18244.0,19388.0,327.0,2723.0,1143.0,13.0,4.0,6.0,2.0,"['Ornn', 'Morgana', 'Orianna', ""Kog'Maw"", 'Rakan']",0.0,15521.0,18245.0,314.0,3.0
ESPORTSTMNT02/1922181,"['Lee Sin', 'Udyr', 'Lucian', 'Tristana', 'Braum']",0,1.0,0.0,15946.0,17608.0,320.0,26.0,-1279.0,27.0,3.0,3.0,4.0,"['Gnar', 'Rumble', 'Renekton', ""Kai'Sa"", 'Leona']",0.0,15920.0,18887.0,293.0,4.0
ESPORTSTMNT02/1922185,"['Jax', 'Rumble', 'Jayce', ""Kai'Sa"", 'Maokai']",1,1.0,0.0,15321.0,18144.0,307.0,-67.0,179.0,19.0,2.0,2.0,4.0,"['Gragas', 'Volibear', 'Lee Sin', 'Tristana', 'Leona']",0.0,15388.0,17965.0,288.0,5.0
ESPORTSTMNT02/1922212,"['Nocturne', 'Diana', 'Lee Sin', 'Tristana', 'Rell']",1,0.0,0.0,15021.0,17608.0,310.0,-311.0,-851.0,-16.0,1.0,2.0,2.0,"['Sett', 'Rumble', 'Viego', 'Ezreal', 'Karma']",0.0,15332.0,18459.0,326.0,1.0
ESPORTSTMNT02/1922213,"['Gwen', 'Rumble', 'Lee Sin', 'Ezreal', 'Rakan']",1,0.0,0.0,15776.0,18583.0,308.0,-1252.0,-1005.0,-32.0,3.0,7.0,4.0,"['Renekton', 'Udyr', 'Orianna', 'Jinx', 'Thresh']",0.0,17028.0,19588.0,340.0,7.0
ESPORTSTMNT02/1922222,"['Lee Sin', 'Karthus', 'Viego', ""Kai'Sa"", 'Nautilus']",0,0.0,0.0,16197.0,18569.0,326.0,-1257.0,-1592.0,-8.0,4.0,4.0,6.0,"['Kennen', 'Rumble', 'Renekton', 'Sivir', 'Leona']",0.0,17454.0,20161.0,334.0,4.0
ESPORTSTMNT02/1922258,"['Gnar', 'Lee Sin', 'Orianna', 'Aphelios', 'Thresh']",1,1.0,0.0,15743.0,18416.0,320.0,-524.0,393.0,15.0,2.0,5.0,5.0,"['Jayce', 'Elise', 'Renekton', 'Varus', 'Nautilus']",0.0,16267.0,18023.0,305.0,10.0
ESPORTSTMNT02/1922267,"['Akali', 'Udyr', 'Irelia', 'Tristana', 'Leona']",1,0.0,0.0,15991.0,18803.0,318.0,536.0,831.0,-12.0,3.0,8.0,2.0,"['Jayce', 'Rumble', 'Lucian', 'Ezreal', 'Alistar']",0.0,15455.0,17972.0,330.0,3.0
ESPORTSTMNT02/1922323,"['Lee Sin', 'Elise', 'Viego', ""Kai'Sa"", 'Rakan']",1,0.0,0.0,14579.0,17497.0,323.0,-264.0,197.0,7.0,0.0,0.0,1.0,"['Renekton', 'Rumble', 'Azir', 'Tristana', 'Rell']",0.0,14843.0,17300.0,316.0,0.0
ESPORTSTMNT02/1922338,"['Gnar', 'Lee Sin', 'Syndra', ""Kai'Sa"", 'Nautilus']",1,1.0,0.0,17734.0,18074.0,290.0,1275.0,831.0,24.0,9.0,17.0,6.0,"['Sett', 'Elise', 'Nocturne', 'Varus', 'Leona']",0.0,16459.0,17243.0,266.0,10.0
ESPORTSTMNT02/1922359,"['Volibear', 'Udyr', 'Malzahar', ""Kai'Sa"", 'Nautilus']",0,0.0,0.0,14869.0,16825.0,307.0,-2580.0,-1778.0,-3.0,1.0,1.0,5.0,"['Lee Sin', 'Diana', 'Renekton', 'Ezreal', 'Braum']",0.0,17449.0,18603.0,310.0,14.0
ESPORTSTMNT02/1922361,"['Sion', 'Udyr', 'Orianna', ""Kai'Sa"", 'Leona']",0,0.0,0.0,14754.0,18329.0,331.0,-688.0,-1316.0,-44.0,0.0,0.0,0.0,"['Wukong', 'Rumble', 'Tristana', 'Jinx', 'Braum']",0.0,15442.0,19645.0,375.0,0.0
ESPORTSTMNT02/1922375,"['Gragas', 'Viego', 'Karma', 'Jinx', 'Thresh']",0,0.0,0.0,14704.0,18971.0,318.0,-1885.0,-249.0,0.0,1.0,1.0,3.0,"['Gangplank', 'Rumble', 'Renekton', 'Varus', 'Zyra']",0.0,16589.0,19220.0,318.0,4.0
ESPORTSTMNT01/2041023,"['Gnar', 'Morgana', 'Sylas', 'Xayah', 'Thresh']",0,1.0,0.0,14590.0,16935.0,264.0,-809.0,-1070.0,-75.0,2.0,3.0,1.0,"['Renekton', 'Kindred', 'Lucian', ""Kai'Sa"", 'Nautilus']",0.0,15399.0,18005.0,339.0,2.0
ESPORTSTMNT05/1980689,"['Gnar', 'Morgana', 'Sylas', 'Xayah', 'Thresh']",0,1.0,0.0,14590.0,16935.0,264.0,-809.0,-1070.0,-75.0,2.0,3.0,1.0,"['Renekton', 'Kindred', 'Lucian', ""Kai'Sa"", 'Nautilus']",0.0,15399.0,18005.0,339.0,2.0
ESPORTSTMNT01/2041028,"['Renekton', 'Rumble', 'Yone', ""Kai'Sa"", 'Leona']",1,1.0,0.0,15452.0,17769.0,322.0,-197.0,-110.0,16.0,2.0,2.0,3.0,"['Ornn', 'Fiddlesticks', 'Nocturne', 'Jhin', 'Galio']",0.0,15649.0,17879.0,306.0,5.0
ESPORTSTMNT05/1980729,"['Renekton', 'Rumble', 'Yone', ""Kai'Sa"", 'Leona']",1,1.0,0.0,15452.0,17769.0,322.0,-197.0,-110.0,16.0,2.0,2.0,3.0,"['Ornn', 'Fiddlesticks', 'Nocturne', 'Jhin', 'Galio']",0.0,15649.0,17879.0,306.0,5.0
ESPORTSTMNT05/1970391,"['Sett', 'Udyr', 'Syndra', 'Xayah', 'Braum']",0,0.0,0.0,14908.0,18594.0,317.0,-572.0,-157.0,-26.0,1.0,1.0,1.0,"['Volibear', 'Lillia', 'Yone', 'Tristana', 'Leona']",0.0,15480.0,18751.0,343.0,1.0
ESPORTSTMNT02/1932682,"['Lee Sin', 'Volibear', 'Sylas', 'Ezreal', 'Karma']",0,0.0,0.0,14805.0,18955.0,335.0,262.0,371.0,10.0,0.0,0.0,0.0,"['Nocturne', 'Rumble', 'Viego', 'Tristana', 'Rell']",0.0,14543.0,18584.0,325.0,0.0
ESPORTSTMNT01/2041038,"['Gnar', 'Rumble', 'Renekton', 'Tristana', 'Alistar']",0,1.0,0.0,15358.0,18565.0,314.0,1295.0,674.0,8.0,1.0,2.0,0.0,"['Malphite', 'Morgana', 'Vayne', 'Jinx', 'Nautilus']",0.0,14063.0,17891.0,306.0,0.0
ESPORTSTMNT05/1980762,"['Gnar', 'Rumble', 'Renekton', 'Tristana', 'Alistar']",0,1.0,0.0,15358.0,18565.0,314.0,1295.0,674.0,8.0,1.0,2.0,0.0,"['Malphite', 'Morgana', 'Vayne', 'Jinx', 'Nautilus']",0.0,14063.0,17891.0,306.0,0.0
ESPORTSTMNT02/1922921,"['Ornn', 'Volibear', 'Akali', 'Tristana', 'Leona']",1,1.0,0.0,14934.0,18934.0,311.0,-552.0,591.0,-39.0,2.0,2.0,0.0,"['Gnar', 'Lillia', 'Lucian', ""Kai'Sa"", 'Nautilus']",0.0,15486.0,18343.0,350.0,0.0
ESPORTSTMNT02/1932708,"['Sett', 'Rumble', 'Tristana', ""Kai'Sa"", 'Nautilus']",0,1.0,0.0,17659.0,17217.0,297.0,1228.0,-373.0,28.0,5.0,15.0,6.0,"['Karma', 'Lee Sin', 'Akali', 'Ezreal', 'Leona']",0.0,16431.0,17590.0,269.0,15.0
ESPORTSTMNT02/1922957,"['Ornn', 'Morgana', 'Azir', 'Varus', 'Alistar']",1,0.0,0.0,15532.0,17480.0,279.0,254.0,61.0,-35.0,4.0,8.0,2.0,"['Sett', 'Udyr', 'Xerath', 'Sivir', 'Leona']",0.0,15278.0,17419.0,314.0,3.0
ESPORTSTMNT01/2041044,"['Aatrox', 'Udyr', 'Viktor', ""Kai'Sa"", 'Nautilus']",0,0.0,0.0,15192.0,18521.0,353.0,-969.0,-907.0,28.0,0.0,0.0,3.0,"['Sylas', 'Olaf', 'Sett', 'Jinx', 'Braum']",0.0,16161.0,19428.0,325.0,5.0
ESPORTSTMNT02/1935524,"['Aatrox', 'Udyr', 'Viktor', ""Kai'Sa"", 'Nautilus']",0,0.0,0.0,15192.0,18521.0,353.0,-969.0,-907.0,28.0,0.0,0.0,3.0,"['Sylas', 'Olaf', 'Sett', 'Jinx', 'Braum']",0.0,16161.0,19428.0,325.0,5.0
ESPORTSTMNT02/1932828,"['Gnar', 'Udyr', 'Zoe', 'Tristana', 'Leona']",1,1.0,0.0,15980.0,19358.0,357.0,801.0,534.0,1.0,1.0,2.0,0.0,"['Lee Sin', 'Rumble', 'Viego', ""Kai'Sa"", 'Sett']",0.0,15179.0,18824.0,356.0,0.0
ESPORTSTMNT02/1923002,"['Aatrox', 'Olaf', 'Orianna', 'Varus', 'Rakan']",0,0.0,0.0,14929.0,18702.0,335.0,-1301.0,-441.0,-4.0,0.0,0.0,2.0,"['Wukong', 'Lillia', 'Lucian', 'Ezreal', 'Sett']",0.0,16230.0,19143.0,339.0,4.0
ESPORTSTMNT01/2041047,"['Wukong', 'Lee Sin', 'Viktor', ""Kai'Sa"", 'Nautilus']",1,0.0,0.0,14756.0,16898.0,306.0,85.0,55.0,1.0,1.0,3.0,1.0,"['Gragas', 'Nidalee', 'Jayce', 'Jhin', 'Braum']",0.0,14671.0,16843.0,305.0,1.0
ESPORTSTMNT02/1935545,"['Wukong', 'Lee Sin', 'Viktor', ""Kai'Sa"", 'Nautilus']",1,0.0,0.0,14756.0,16898.0,306.0,85.0,55.0,1.0,1.0,3.0,1.0,"['Gragas', 'Nidalee', 'Jayce', 'Jhin', 'Braum']",0.0,14671.0,16843.0,305.0,1.0
ESPORTSTMNT02/1923025,"['Gnar', 'Morgana', 'Zoe', 'Varus', 'Leona']",1,1.0,0.0,16322.0,18668.0,329.0,2108.0,1112.0,24.0,3.0,9.0,0.0,"['Wukong', 'Rumble', 'Jayce', ""Kai'Sa"", 'Nautilus']",0.0,14214.0,17556.0,305.0,0.0
ESPORTSTMNT02/1932870,"['Wukong', 'Udyr', 'Karma', 'Ezreal', 'Leona']",0,0.0,0.0,15192.0,18533.0,327.0,-1848.0,-1091.0,-13.0,1.0,2.0,4.0,"['Sett', 'Rumble', 'Jayce', 'Tristana', 'Nautilus']",0.0,17040.0,19624.0,340.0,8.0
ESPORTSTMNT01/2041048,"['Lee Sin', 'Morgana', 'Viktor', ""Kai'Sa"", 'Nautilus']",0,0.0,0.0,14189.0,16726.0,312.0,-978.0,-935.0,33.0,0.0,0.0,3.0,"['Nocturne', ""Rek'Sai"", 'Zoe', 'Senna', 'Tahm Kench']",0.0,15167.0,17661.0,279.0,4.0
ESPORTSTMNT02/1935563,"['Lee Sin', 'Morgana', 'Viktor', ""Kai'Sa"", 'Nautilus']",0,0.0,0.0,14189.0,16726.0,312.0,-978.0,-935.0,33.0,0.0,0.0,3.0,"['Nocturne', ""Rek'Sai"", 'Zoe', 'Senna', 'Tahm Kench']",0.0,15167.0,17661.0,279.0,4.0
ESPORTSTMNT02/1932905,"['Gwen', 'Viego', 'Sylas', 'Ezreal', 'Sett']",1,1.0,0.0,15536.0,18728.0,339.0,491.0,1408.0,33.0,1.0,2.0,1.0,"['Gangplank', 'Karthus', 'Lee Sin', ""Kai'Sa"", 'Leona']",0.0,15045.0,17320.0,306.0,2.0
ESPORTSTMNT02/1933162,"['Gwen', 'Rumble', 'Viego', 'Varus', 'Thresh']",1,0.0,0.0,15420.0,16617.0,298.0,-1142.0,-565.0,6.0,3.0,7.0,6.0,"['Nocturne', 'Udyr', 'Ryze', ""Kai'Sa"", 'Nautilus']",0.0,16562.0,17182.0,292.0,8.0
ESPORTSTMNT02/1933217,"['Jayce', 'Udyr', 'Renekton', 'Caitlyn', 'Karma']",0,0.0,0.0,15624.0,18656.0,333.0,-530.0,-83.0,20.0,0.0,0.0,2.0,"['Gnar', 'Jarvan IV', 'Orianna', 'Senna', 'Tahm Kench']",0.0,16154.0,18739.0,313.0,3.0
ESPORTSTMNT02/1933285,"['Sion', 'Morgana', 'Lucian', ""Kai'Sa"", 'Nautilus']",0,1.0,0.0,15433.0,18073.0,330.0,313.0,298.0,11.0,1.0,3.0,1.0,"['Renekton', 'Volibear', 'Sylas', 'Jinx', 'Thresh']",0.0,15120.0,17775.0,319.0,2.0
ESPORTSTMNT02/1933304,"['Gwen', 'Sejuani', 'Aatrox', ""Kai'Sa"", 'Nautilus']",1,1.0,0.0,15925.0,18038.0,298.0,1397.0,873.0,-3.0,4.0,4.0,1.0,"['Nocturne', 'Rumble', 'Tristana', 'Ezreal', 'Braum']",0.0,14528.0,17165.0,301.0,2.0
ESPORTSTMNT02/1933321,"['Lee Sin', 'Volibear', 'Sylas', ""Kai'Sa"", 'Nautilus']",1,1.0,0.0,15652.0,17207.0,309.0,-1746.0,-1522.0,-13.0,3.0,3.0,6.0,"['Gnar', 'Udyr', 'Seraphine', 'Xayah', 'Braum']",0.0,17398.0,18729.0,322.0,17.0
ESPORTSTMNT02/1933360,"['Gnar', 'Udyr', 'Viktor', 'Tristana', 'Leona']",1,1.0,0.0,14985.0,18123.0,312.0,-824.0,-1080.0,-29.0,1.0,1.0,2.0,"['Kennen', 'Rumble', 'Lucian', 'Jinx', 'Thresh']",0.0,15809.0,19203.0,341.0,5.0
ESPORTSTMNT02/1933400,"['Jayce', 'Rumble', 'Sett', 'Ezreal', 'Leona']",1,1.0,0.0,16831.0,19021.0,308.0,1273.0,1043.0,-16.0,5.0,7.0,2.0,"['Lee Sin', 'Xin Zhao', 'Sylas', 'Varus', 'Thresh']",0.0,15558.0,17978.0,324.0,3.0
ESPORTSTMNT02/1933446,"['Malphite', 'Nidalee', 'Renekton', ""Kai'Sa"", 'Leona']",0,0.0,0.0,13906.0,17395.0,292.0,-2276.0,-1156.0,-23.0,0.0,0.0,4.0,"['Gnar', 'Xin Zhao', 'Karma', 'Varus', 'Braum']",0.0,16182.0,18551.0,315.0,4.0
ESPORTSTMNT02/1933458,"['Gwen', 'Nidalee', 'Renekton', 'Jhin', 'Alistar']",0,0.0,0.0,15543.0,18948.0,297.0,-1311.0,-143.0,-46.0,2.0,2.0,3.0,"['Gangplank', 'Rumble', 'Tristana', 'Varus', 'Leona']",0.0,16854.0,19091.0,343.0,4.0
ESPORTSTMNT02/1933520,"['Sett', 'Rumble', 'Tristana', 'Jinx', 'Thresh']",1,1.0,0.0,15741.0,18200.0,333.0,489.0,-523.0,1.0,1.0,1.0,1.0,"['Lee Sin', 'Nidalee', 'Syndra', ""Kai'Sa"", 'Leona']",0.0,15252.0,18723.0,332.0,1.0
ESPORTSTMNT02/1923979,"['Lee Sin', 'Sejuani', 'Viktor', ""Kai'Sa"", 'Nautilus']",0,0.0,0.0,15144.0,16466.0,274.0,-2374.0,-2195.0,-48.0,3.0,7.0,6.0,"['Renekton', 'Rumble', 'Syndra', 'Tristana', 'Braum']",0.0,17518.0,18661.0,322.0,8.0
ESPORTSTMNT05/1970481,"['Sett', 'Udyr', 'Tristana', 'Seraphine', 'Leona']",0,0.0,0.0,15176.0,18449.0,317.0,-419.0,-302.0,-18.0,1.0,3.0,1.0,"['Kennen', 'Olaf', 'Lee Sin', 'Varus', 'Rakan']",0.0,15595.0,18751.0,335.0,2.0
ESPORTSTMNT02/1924039,"['Renekton', 'Taliyah', 'Twisted Fate', 'Senna', 'Tahm Kench']",1,1.0,0.0,16198.0,17110.0,261.0,1436.0,890.0,-9.0,4.0,11.0,3.0,"['Urgot', 'Rumble', 'Lucian', ""Kai'Sa"", 'Rakan']",0.0,14762.0,16220.0,270.0,8.0
ESPORTSTMNT02/1924080,"['Gnar', 'Rumble', 'Viego', 'Tristana', 'Nautilus']",1,1.0,0.0,16890.0,19573.0,363.0,1688.0,926.0,24.0,1.0,1.0,1.0,"['Renekton', 'Sejuani', 'Viktor', 'Jinx', 'Thresh']",0.0,15202.0,18647.0,339.0,1.0
ESPORTSTMNT05/1970488,"['Gangplank', 'Udyr', 'Seraphine', ""Kai'Sa"", 'Alistar']",1,0.0,0.0,15803.0,18989.0,323.0,393.0,1222.0,33.0,2.0,6.0,2.0,"['Ornn', 'Volibear', 'Corki', ""Cho'Gath"", 'Senna']",0.0,15410.0,17767.0,290.0,2.0
ESPORTSTMNT02/1924149,"['Gnar', 'Rumble', 'Nocturne', 'Xayah', 'Leona']",0,0.0,0.0,14623.0,17600.0,302.0,-1239.0,-410.0,-27.0,0.0,0.0,2.0,"['Jayce', 'Nidalee', 'Sett', ""Kai'Sa"", 'Nautilus']",0.0,15862.0,18010.0,329.0,1.0
ESPORTSTMNT05/1970492,"['Wukong', 'Diana', 'Lee Sin', ""Kog'Maw"", 'Karma']",0,1.0,0.0,15900.0,19247.0,339.0,926.0,923.0,12.0,0.0,0.0,0.0,"['Nocturne', 'Hecarim', 'Xerath', 'Jinx', 'Alistar']",0.0,14974.0,18324.0,327.0,0.0
ESPORTSTMNT02/1924242,"['Viego', 'Rumble', 'Lucian', 'Ezreal', 'Tahm Kench']",0,0.0,0.0,15949.0,18497.0,342.0,785.0,-4.0,23.0,2.0,1.0,1.0,"['Wukong', 'Udyr', 'Sylas', ""Kai'Sa"", 'Nautilus']",0.0,15164.0,18501.0,319.0,1.0
ESPORTSTMNT02/1933985,"['Rumble', 'Darius', 'Zoe', 'Ezreal', 'Leona']",0,1.0,0.0,15999.0,17457.0,302.0,147.0,-420.0,-18.0,4.0,10.0,3.0,"['Gwen', 'Xin Zhao', 'Karma', ""Kog'Maw"", 'Braum']",0.0,15852.0,17877.0,320.0,9.0
ESPORTSTMNT05/1970494,"['Aatrox', 'Volibear', 'Viktor', 'Tristana', 'Nautilus']",1,0.0,0.0,14958.0,17609.0,327.0,-301.0,-195.0,3.0,1.0,2.0,1.0,"['Shen', 'Xin Zhao', 'Orianna', ""Kai'Sa"", 'Alistar']",0.0,15259.0,17804.0,324.0,2.0
ESPORTSTMNT02/1934012,"['Sett', 'Rumble', 'Tristana', 'Samira', 'Rakan']",0,1.0,0.0,15156.0,16928.0,256.0,-19.0,310.0,-3.0,4.0,3.0,4.0,"['Wukong', 'Lee Sin', 'Zoe', 'Ezreal', 'Karma']",0.0,15175.0,16618.0,259.0,3.0
ESPORTSTMNT02/1934044,"['Gwen', 'Xin Zhao', 'Sylas', ""Kai'Sa"", 'Nautilus']",1,1.0,0.0,15643.0,18027.0,309.0,558.0,196.0,-30.0,2.0,4.0,0.0,"['Lulu', 'Volibear', 'Lee Sin', 'Ezreal', 'Leona']",0.0,15085.0,17831.0,339.0,0.0
ESPORTSTMNT02/1934079,"['Viego', 'Udyr', 'Orianna', 'Tristana', 'Braum']",1,1.0,0.0,16154.0,19421.0,350.0,351.0,33.0,7.0,1.0,1.0,2.0,"['Nocturne', 'Rumble', 'Lucian', ""Kai'Sa"", 'Nautilus']",0.0,15803.0,19388.0,343.0,1.0
ESPORTSTMNT02/1934097,"['Gangplank', 'Lillia', 'Lee Sin', 'Ezreal', 'Karma']",0,0.0,0.0,14544.0,17775.0,304.0,-1830.0,-770.0,-31.0,1.0,2.0,2.0,"['Viego', 'Udyr', 'Orianna', 'Jinx', 'Thresh']",0.0,16374.0,18545.0,335.0,2.0
